nazov,okres,typ_zariadenia,detail_url,kategoria,operator,kod,psc,mesto,web,email,telefon,ulica
"Ambulancia lekárskej genetiky, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-lekarskej-genetiky-bratislava-ruzinov-gyncare-a.-s..html?page_id=152305,Ambulancia,"GYNCARE, a. s.",51-47242990-A0014,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Gynekologická ambulancia, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/gynekologicka-ambulancia-bratislava-ruzinov-gyncare-a.-s..html?page_id=152306,Ambulancia,"GYNCARE, a. s.",51-47242990-A0012,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Gynekologická ambulancia, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/gynekologicka-ambulancia-bratislava-ruzinov-gyncare-a.-s.-1.html?page_id=152307,Ambulancia,"GYNCARE, a. s.",51-47242990-A0013,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Primárna gynekologicko-pôrodnícka ambulancia, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/primarna-gynekologicko-porodnicka-ambulancia-bratislava-ruzinov-gyncare-a.-s..html?page_id=152308,Ambulancia,"GYNCARE, a. s.",51-47242990-A0011,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Tkanivové zariadenie, Galvaniho, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/tkanivove-zariadenie-galvaniho-bratislava-ruzinov-gyncare-a.-s..html?page_id=152309,Iné,"GYNCARE, a. s.",51-47242990-A0016,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Jednodňová zdravotná starostlivosť, gynekológia a pôrodníctvo, Bratislava-Ružinov, (GYNCARE, a. s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/jednodnova-zdravotna-starostlivost-gynekologia-a-porodnictvo-bratislava-ruzinov-gyncare-a.-s..html?page_id=152310,Jednodňová starostlivosť,"GYNCARE, a. s.",51-47242990-A0015,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.gyncare.sk,,,
"Ambulancia pracovného lekárstva, Bratislava-Ružinov, (TP Sante s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-pracovneho-lekarstva-bratislava-ruzinov-tp-sante-s.-r.-o.-1.html?page_id=152219,Ambulancia,TP Sante s. r. o.,51-35945249-A0036,82104,"Bratislava - mestská časť Ružinov
Poisťovne",www.team-prevent.sk,,,
"Centrum mamodiagnostiky v gynekológii, Bratislava-Ružinov, (GYNAEX s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/centrum-mamodiagnostiky-v-gynekologii-bratislava-ruzinov-gynaex.html?page_id=152150,Iné,GYNAEX s.r.o.,61-35902141-A0005,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.gynaex.sk,info@gynaex.sk,02 52962867,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (SK Dental s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-sk-dental.html?page_id=152147,Ambulancia,SK Dental s.r.o.,61-48217590-A0001,82109,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Ambulancia dentálnej hygieny, Bratislava-Ružinov, (Bc. Kamila Benková)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-dentalnej-hygieny-bratislava-ruzinov-bc.-kamila-benkova.html?page_id=152146,Ambulancia,Bc. Kamila Benková,61-56689187-A0001,82108,"Bratislava - mestská časť Ružinov
Klinika svet úsmevu
Poisťovne",,ambulancia@bolimazub.sk,0907 797 347,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (MANADENT s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-manadent-1.html?page_id=152131,Ambulancia,MANADENT s.r.o.,61-36610763-A0004,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.biodent.sk,biodentbratislava@gmail.com,+421904641641,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (MANADENT s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-manadent-2.html?page_id=152132,Ambulancia,MANADENT s.r.o.,61-36610763-A0005,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.biodent.sk,biodentbratislava@gmail.com,+421904641641,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (MANADENT s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-manadent-3.html?page_id=152133,Ambulancia,MANADENT s.r.o.,61-36610763-A0006,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.biodent.sk,biodentbratislava@gmail.com,+421904641641,
"Ambulancia čeľustnej ortopédie, Bratislava-Ružinov, (MANADENT s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-celustnej-ortopedie-bratislava-ruzinov-manadent.html?page_id=152134,Ambulancia,MANADENT s.r.o.,61-36610763-A0003,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.biodent.sk,,,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (MANADENT s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-manadent.html?page_id=152130,Ambulancia,MANADENT s.r.o.,61-36610763-A0002,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.biodent.sk,biodentbratislava@gmail.com,+421904641641,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (Stomatológia Bratislava, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-stomatologia-bratislava.html?page_id=152084,Ambulancia,"Stomatológia Bratislava, s.r.o.",61-56447078-A0001,82105,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Endokrinologická ambulancia, Aliona Hrushchak, Bratislava-Ružinov, (Beauty Sféra s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/endokrinologicka-ambulancia-aliona-hrushchak-bratislava-ruzinov-beauty-sfera.html?page_id=152082,Ambulancia,Beauty Sféra s.r.o.,61-55746438-A0006,82104,"Bratislava - mestská časť Ružinov
Poisťovne",,contact@bsfera.com,+421911018998,
"Ambulancia dentálnej hygieny, Bratislava-Ružinov, (Ambulancie Poliklinika Váš Lekár, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-dentalnej-hygieny-bratislava-ruzinov-ambulancie-poliklinika-vas-lekar.html?page_id=152081,Ambulancia,"Ambulancie Poliklinika Váš Lekár, s.r.o.",61-55548202-A0028,81109,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Ambulancia dentálnej hygieny, Bratislava-Ružinov, (PREVENT DENT, s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-dentalnej-hygieny-bratislava-ruzinov-prevent-dent-s.-r.-o..html?page_id=152051,Ambulancia,"PREVENT DENT, s. r. o.",61-54787629-A0001,82109,"Bratislava - mestská časť Ružinov
Poisťovne",,dent@prevently.sk,,
"Levea Fyzio, Bratislava-Pod.Biskup., (Mgr. Lea Furendová)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/levea-fyzio-bratislava-pod.biskup.-mgr.-lea-furendova.html?page_id=152014,Iné,Mgr. Lea Furendová,61-56531168-A0001,82106,"Bratislava - mestská časť Podunajské Biskupice
Poisťovne",www.leveafyzio.sk,info@leveafyzio.sk,,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (PRIORITY MEDICAL, s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-priority-medical-s.-r.-o..html?page_id=152008,Ambulancia,"PRIORITY MEDICAL, s. r. o.",61-55529071-A0001,82108,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (CREDENDO VIDES MEDICAL, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-credendo-vides-medical.html?page_id=151996,Ambulancia,"CREDENDO VIDES MEDICAL, s.r.o.",61-54733251-A0001,82104,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Ružinov, (MGC s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-mgc-s.-r.-o..html?page_id=151971,Ambulancia,MGC s. r. o.,61-55833331-A0001,82101,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Ambulancia diabetológie a porúch látkovej premeny a výživy, Bratislava-Ružinov, (Ambulancie Poliklinika Váš Lekár, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-bratislava-ruzinov-ambulancie-poliklinika-vas-lekar.html?page_id=151891,Ambulancia,"Ambulancie Poliklinika Váš Lekár, s.r.o.",61-55548202-A0027,81109,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (Praktická Ambulancia, s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-prakticka-ambulancia-s.-r.-o..html?page_id=151884,Ambulancia,"Praktická Ambulancia, s. r. o.",51-47057271-A0018,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.praktickaambulancia.sk,,,
"Kardiologická ambulancia, Bratislava-Ružinov, (Health Services Group, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/kardiologicka-ambulancia-bratislava-ruzinov-health-services-group.html?page_id=151839,Ambulancia,"Health Services Group, s.r.o.",61-51042151-A0017,82109,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Pneumologicko-ftizeologická ambulancia, Bratislava-Ružinov, (Health Services Group, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/pneumologicko-ftizeologicka-ambulancia-bratislava-ruzinov-health-services-group.html?page_id=151840,Ambulancia,"Health Services Group, s.r.o.",61-51042151-A0016,82109,"Bratislava - mestská časť Ružinov
Poisťovne",,,,
"Baby Balance FYZIO (pre deti od 0 do 6 rokov), Bratislava-Ružinov, (Baby Balance)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/baby-balance-fyzio-pre-deti-od-0-do-6-rokov-bratislava-ruzinov-baby-balance.html?page_id=151834,Iné,Baby Balance,61-42264782-A0001,82101,"Bratislava - mestská časť Ružinov
Poisťovne",www.babybalance.sk,bratislava@babybalance.sk,,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (Solem Clinic, s. r. o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-solem-clinic-s.-r.-o..html?page_id=151810,Ambulancia,"Solem Clinic, s. r. o.",61-53835719-A0005,82101,"Bratislava - mestská časť Ružinov
Poisťovne",www.solem.sk,recepcia@solem.sk,+421 02 52625201,
"Ambulancia klinickej logopédie, Bratislava-Ružinov, (Vyslov to, s.r.o.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-klinickej-logopedie-bratislava-ruzinov-vyslov-to.html?page_id=151778,Ambulancia,"Vyslov to, s.r.o.",61-56441894-A0001,82109,"Bratislava - mestská časť Ružinov
Poisťovne",www.vyslov.to,info@vyslov.to,,
"Všeobecná ambulancia pre deti a dorast, MUDr. Gabriela Miškejeová, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-gabriela-miskejeova-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151719,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0082,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151724,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0070,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Všeobecná ambulancia pre dospelých, MUDr. Elena Šušková, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-mudr.-elena-suskova-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151725,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0071,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-pro-sanus-a.s.-2.html?page_id=151726,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0072,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151727,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0073,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Všeobecná ambulancia pre dospelých, MUDr. Peter Meleg, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-mudr.-peter-meleg-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151728,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0074,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, MUDr. Miriam Stareková, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-mudr.-miriam-starekova-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151729,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0075,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, MUDr. Alan Eisner, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-mudr.-alan-eisner-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151730,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0076,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Všeobecná ambulancia pre dospelých, MUDr. Daniela Hatalová, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/vseobecna-ambulancia-pre-dospelych-mudr.-daniela-hatalova-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151731,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0077,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, funkčná diagnostika, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-funkcna-diagnostika-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151734,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0083,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"SVaLZ, fyziatria, balneológia a liečebná rehabilitácia, Mgr. Petra Šnábelová, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-fyziatria-balneologia-a-liecebna-rehabilitacia-mgr.-petra-snabelova-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151735,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0084,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, rádiológia, MUDr. Imrich Vrabec, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-radiologia-mudr.-imrich-vrabec-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151736,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0085,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, rádiológia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-radiologia-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151737,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0086,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, rádiológia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-radiologia-bratislava-ruzinov-pro-sanus-a.s.-2.html?page_id=151738,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0087,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, rádiológia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-radiologia-bratislava-ruzinov-pro-sanus-a.s.-3.html?page_id=151739,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0088,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, audiometria, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-audiometria-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151740,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0112,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"SVaLZ, funkčná diagnostika, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-funkcna-diagnostika-bratislava-ruzinov-pro-sanus-a.s.-2.html?page_id=151741,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0113,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, fyziatria, balneológia a liečebná rehabilitácia, Bc. Silvia Repaská, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-fyziatria-balneologia-a-liecebna-rehabilitacia-bc.-silvia-repaska-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151742,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0114,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"SVaLZ, rádiológia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/svalz-radiologia-bratislava-ruzinov-pro-sanus-a.s.-4.html?page_id=151743,SVaLZ,"PRO SANUS, a.s.",51-35875704-A0115,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Oftalmologická ambulancia, MUDr. Marcela Zaujecová, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/oftalmologicka-ambulancia-mudr.-marcela-zaujecova-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151690,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0103,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Oftalmologická ambulancia, MUDr. Eva Jakabovičová, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/oftalmologicka-ambulancia-mudr.-eva-jakabovicova-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151691,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0104,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Ortopedická ambulancia, MUDr. Boris Kučera, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ortopedicka-ambulancia-mudr.-boris-kucera-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151692,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0034,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
"Ortopedická ambulancia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ortopedicka-ambulancia-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151693,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0035,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Ortopedická ambulancia, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ortopedicka-ambulancia-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151694,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0036,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Ortopedická ambulancia, MUDr. Tomáš Horňák, Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ortopedicka-ambulancia-mudr.-tomas-hornak-bratislava-ruzinov-pro-sanus-a.s.-1.html?page_id=151695,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0099,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,,
"Otorinolaryngologická ambulancia, MUDr. Khalid Abadl, PhD., Bratislava-Ružinov, (PRO SANUS, a.s.)",Bratislava II,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/otorinolaryngologicka-ambulancia-mudr.-khalid-abadl-phd.-bratislava-ruzinov-pro-sanus-a.s..html?page_id=151696,Ambulancia,"PRO SANUS, a.s.",51-35875704-A0038,82108,"Bratislava - mestská časť Ružinov
Poisťovne",www.procare.sk,,+421 2 3232 3838,
